id,short_code,img_type,is_video,height,width,owner_name,img_description,comments,likes,comments_disabled,taken_at_timestamp,city_hashtag,rate,class,translated,true_location
1001496963400162243,3mCC6bGVvD,GraphImage,0,640,640,174896621.0,"#Israel #instacool #instagood #instalike #iphoneonly #instadaily #israel_only_ #Instagram_Israel_ #photooftheday #picoftheday  #nature #landscape #look #light #sunset #sea #sky #style #summer #sealife #roof_view #sea_landscape",1,32,0,"2015-06-06 19:22:00",caesarea,1,1,"#Israel #instacool #instagood #instagood #instadaily #iphoneony #instadaily #israel_only_ #instagram_israel_photooftheday #picoftheday #nature #landscape #look #light #sunset #sea #sky #summer #seascape #roof_view_sealand",NULL
1001591544160254584,3mXjPntPp4,GraphImage,0,640,640,181063389.0,"Amazing day in #Caesarea learning about the town built by Herod the Great around 25-13 BCE. Absolutely mind boggling and gorgeous. @caesarstone_il I see you... #Israel #interiordesign",4,30,0,"2015-06-06 22:30:00",caesarea,1,1,"Amazing day in #Caesarea learning about the town built by Herod the Great Around 25-13 BCE. Absolutely mind boggling and gorgeous. Caesarstone_il I see you... #Israel #Interiordesign",NULL
1001659998008891504,3mnHYPCdhw,GraphImage,0,640,640,203500629.0,"Caesarea Maritima in Haifa built by Herod the Great, once a Roman prefect, the home of Pontius Pilate, a Crusader fortress, a Muslim city, a Bosnian refugee area - how much history can one ancient port city hold? #Ceaserea #Haifa #travel #travelblogger",4,14,0,"2015-06-07 00:46:00",caesarea,0.993537962,1,"Caesarea Maritima in Haifa Built by Herod the Great, Once a Roman Prefect, the Home of Pontius Filate, a Crusader Fortress, a Muslim City, a Bosnian Refugee Area - How Much History Can One Ancient Port City Hold? #Caserea #Haifagartravel",NULL
1001949916573555077,3npCP8GVmF,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #instacool #instagood #instalike #instadaily #iphoneonly #israel_only_ #Instagram_Israel_ #colorful #sealife #style #sky #sea #morning #shore #landscape #look #light #car #auto",0,26,0,"2015-06-07 10:22:00",caesarea,1,1,"#Israel #Caesarea #instacool #instagood #instadaily #iphoneonly #Israel_only_#Instagram_Israel_#colorful #sealife #style #sky #sea #morning #shore #landscape #look #light #car #auto",NULL
1002224100977498525,3onYKEGVmd,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #sunset #sea #sky #nature #landscape #light #look #roof_view #ruins #instacool #instagood #instalike #instadaily #iphoneonly #instafollow #israel_only_ #Instagram_Israel_ #evening #summer #sealife #style #sea_landscape #beauty",1,27,0,"2015-06-07 19:27:00",caesarea,0.999962031841278,1,"#Israel #Caesarea #sunset #sea #sky #nature #landscape #light #look #roof_view #ruins #instacool #instagood #instadaily #iPhoneonly #instafollow #israel_only_instagram_israel_evening #summer #sealife",NULL
1002313252947162801,3o7pfTlPax,GraphImage,0,640,640,289576340.0,"Good night friends!

#israel #Caesarea #igourisrael #ig_worldclub #lametayel #instaisrael #ig_israel #igerisrael #gf_israel #israel_hdr #instagram_israel #life #instadaily #picoftheday #photoshoot #sky #sunset  #colorful #style #family #израиль #стиль #закат #семья #небо #שקיעה #שמים",0,54,0,"2015-06-07 22:24:00",caesarea,1,1,"Good Night Friends! #Israel #Caesarea #igourisrael #ig_worldclub #lametayel #instaisrael #ig_israel #igerisrael #gf_israel #israel_hdr #instagram_israel #life #instadaily #picoftheday #photoshoot #unsettled",NULL
1002540523585505336,3pvUtlP4g4,GraphImage,0,640,640,2899065.0,"All rise #early_birds #goodmorning #caesarea #adayattheoffice #nofilter",1,10,0,"2015-06-08 05:56:00",caesarea,1,1,"All rise #early_birds #goodmorning #caesarea #adayattheoffice #nofilter",NULL
1002626952594021263,3qC-a3mVuP,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #sea #sky #beach #shore #seashore #sea_shore #morning #nature #landscape #industrial_landscape #stones #beauty #style #sealife #summer #Instagram_Israel_ #israel_only_ #iphoneonly #instacool #instagood #instalike #instadaily #photooftheday #picoftheday",1,32,0,"2015-06-08 08:47:00",caesarea,1,1,"#Israel #Caesarea #sea #sky #beach #shore #sea_shore #morning #nature #landscape #industrial_landscape #stones #beauty #style #sealife #summer #instagram_israel #israel_only #iPhoneonly #instacool #instagram",NULL
1002929286052649441,3rHt82ARnh,GraphImage,0,640,640,2041735069.0,"You can call her Bigfoot ? #size100 #caesarea #mayanot425 #mayanot #taglit",0,16,0,"2015-06-08 18:48:00",caesarea,0.9999979138374328,1,"You can call her Bigfoot? #size100 #caesarea #mayanot425 #mayanot #taglit",NULL
1002931435937667718,3rINPFIxqG,GraphImage,0,640,640,2026147245.0,"don't know why but I always wanted to be a cat .?? #cat #cats #Animal #animals #nature #stone #beautiful #photo #creating #beautifulphoto #photocat #photography #kitten #kittens #kitties #kitty #cutecat #cutecats #cutekitten #cutekitten #israel #caesarea",2,20,0,"2015-06-08 18:52:00",caesarea,1,1,"Don't know why but I always wanted to be a cat???cats #animals #animals #nature #stone #beautiful #photo #creating #beautifulphoto #photocat #photography #kittens #kittycutecat #cutecute",NULL
1002958489357212416,3rOW6imVsA,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #sunset #summer #sea #sky #nature #landscape #roof_view #ruins #light #sealife #sea_landscape #evening #picoftheday #photooftheday #instadaily #instalike #instagood #instacool #iphoneonly #israel_only_ #Instagram_Israel_ #look #beauty",0,25,0,"2015-06-08 19:46:00",caesarea,0.8725979924201965,1,"#Israel #Caesarea #sunset #sunset #sea #sky #nature #landscape #roof_view #ruins #light #sealife #sea_landscape #evening #picoftheday #photooftheday #instadaily #instalike #instacool #iPhoneonly #israel_only_instagram",NULL
1002991460353550110,3rV2tLH6ce,GraphImage,0,640,640,261277024.0,"Road to heaven ?.
#tiberias #palestine",7,209,0,"2015-06-08 20:52:00",tiberias,1,1,"Road to Heaven?. #tiberias #palestine",NULL
1003012614040561015,3raqiFH6V3,GraphImage,0,640,640,261277024.0,"???
#bird #tiberias #palestine",4,240,0,"2015-06-08 21:34:00",tiberias,1,1,"???????? #bird #tiberias #palestine",NULL
1003159260022724062,3r8AgyzFXe,GraphImage,0,640,640,37079884.0,"#notafauxfire #christmastreeburning #favouritepeople #portperry #caesarea #ontario #canada",0,20,0,"2015-06-09 02:25:00",caesarea,0.9998976588249208,1,"#notafauxfire #christmastreeburning #favouritepeople #porterry #caesarea #ontario #canada",NULL
1003173794602824022,3r_UBLSDFW,GraphImage,0,640,640,1944414619.0,"#beachhouse #cottage #shakes #shingles #summer #design #designer #brownandwhite #naturalwood #barnstyle #barndoor #choppedwood #whitetrim #summertime #portperry #caesarea #ontario #canada",1,23,0,"2015-06-09 02:54:00",caesarea,0.995619535,1,"#beachhouse #cotage #shakes #shingles #summer #designer #brownandwhite #naturalwood #barnstyle #barandoor #choppedwood #whitetrim #summertime #portperry #caesarea #untario #canada",NULL
1003355524815196300,3sooioCRCM,GraphImage,0,640,640,1953260579.0,"מיכלאנג'לו כנרת - ההר מקבל צורה. הקיר התומך הענק של השכונה בתהליכי בניה.#israelrealestate #tiberius #tiberias #seaofgallilee #kineret #michelangelo",0,3,0,"2015-06-09 08:55:00",tiberias,0.9999995231628418,1,"Michelangelo Sea of Galilee - The mountain takes shape. The huge supporting wall of the neighborhood in construction processes. #israelrealestate #tiberius #seaofgallilee #kineret #michelangelo",NULL
1003356937809105067,3so9GlCRCr,GraphImage,0,640,640,1953260579.0,"מיכלאנג'לו כנרת - הירידה מכביש 77 לתוך העיר. גובה פני הים. מבט מקצה הפרויקט אל עבר הכנרת המדהימה. נוף פנורמי מכל מקום ומהמיקום הטוב היותר.#israelrealestate #tiberius #tiberias #seaofgallilee #kineret #michelangelo",0,2,0,"2015-06-09 08:58:00",tiberias,1,1,"Michelangelo Sea of Galilee - The descent from Route 77 into the city. Sea level. View from the end of the project to the amazing Sea of Galilee. Panoramic view from anywhere and from the best location.#israelrealestate #tiberius #seaofgallie #kineret #michelangelo",NULL
1003441920860051883,3s8RxNmVmr,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #Instagram_Israel_ #israel_only_ #iphoneonly #instacool #instagood #instalike #instadaily #photooftheday #beauty #look #nature #landscape #beach #bestoftheday #boats #kayaks #sea #sky #shore #style #summer #sealife #seashore #surfing",0,45,0,"2015-06-09 11:47:00",caesarea,1,1,"#Israel #Caesarea #Instagram_Israel_only_#iPhoneonly #instacool #instagood #instadaily #photooftheday #beauty #look #nature #landscape #beach #bestoftheday #boats #salea #skyshowslife",NULL
1003531833659854579,3tQuLCF47z,GraphImage,0,640,640,2138551506.0,"#Lake #Tiberias - HC 2015. #israel #palestina #palestine #healingconference #healing_conference #healingconferentie #reis #reizen #bewustzijn #awareness #healing #natuur #nature #water #meer",0,8,0,"2015-06-09 14:45:00",tiberias,1,1,"#Lake #Tiberias - HC 2015. #Israel #palestina #palestine #healthingconference #healthingconference #healthconference #reis #reizen #bewustzijn #awareness #healthing #nature #water #meer",NULL
1003535057804562236,3tRdFwF488,GraphImage,0,640,640,2138551506.0,"#Water and #stone #ritual at #lake #Tiberias - HC 2015. #travel #traveling #israel #palestina #palestine #healingconference #healing_conference #healingconferentie #reis #reizen #awareness #bewustzijn #journey #joy #steen #stenen #kristal #crystal @sophie.stok",0,12,0,"2015-06-09 14:52:00",tiberias,0.9999999403953552,1,"#Water and #stone #ritual at #lake #Tiberias - HC 2015. #travel #traveling #israel #palestina #healthingconference #healthing_conference #healthingconference #reis #reizen #awareness #bewutzijn #journey #joy #teensopherstink.",NULL
1003680413842496013,3tygTHGVoN,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #sunset #sealife #sea #sky #roof_view #nature #landscape #summer #style #israel_only_ #Instagram_Israel_ #instacool #instagood #instalike #instadaily #iphoneonly #look #light #style #sea_landscape",0,34,0,"2015-06-09 19:40:00",caesarea,0.9999983310699464,1,"#Israel #Caesarea #sunset #sealife #sea #sky #roof_view #nature #landscape #summer #israel_only_ #instagram_israel_instacool #instagood #instadaily #iphoneonly #look #light #style #sea_landscape",NULL
1003688677058704994,3t0Yi1KnZi,GraphImage,0,640,640,572442716.0,"It’s difficult to ever go back to the same places or people. You turn away, even for a moment, and when you turn back around, everything’s changed.",4,73,0,"2015-06-09 19:57:00",caesarea,1,1,"It's different to ever go back to the same places or people. You turn away, even for a moment, and when you turn back around, everything's changed.",NULL
1003775760957603968,3uILyCBoCA,GraphImage,0,640,640,266290415.0,"Oh hey, it's the Mediterranean Sea! #kingherod #palace #mediterraneansea #caesarea #taglit #birthright #amazingisrael #bus625",0,39,0,"2015-06-09 22:50:00",caesarea,0.9989532232284546,1,"Oh hey, it's the Mediterranean Sea! #kingherod #palace #mediteraneansea #caesarea #taglit #birthright #amazingisrael #bus625",NULL
1004067799214676536,3vKlf2mVo4,GraphImage,0,640,640,174896621.0,"#Israel #caesarea #morning #sea #sky #beach #shore #seashore #sealife #summer #boat #catamaran #water_sport #landscape #nature #red #yellow #blue #igers #instacool #iphoneonly #look #instadaily #instalike #instagood #instalike #Instagram_Israel_ #Instagram_Israel #israel_only #israel_only_ #industrial_landscape",0,24,0,"2015-06-10 08:30:00",caesarea,0.9999994039535522,1,"#Israel #Caesarea #morning #sea #sky #shore #seashore #seashore #sealife #boat #catamaran #water_sport #landscape #nature #red #yellow #blue #iggers #instacool #iPhone #instruly #look #instadaily #instalike #instagram",NULL
1004153857834979287,3veJ0MF4_X,GraphImage,0,640,640,2138551506.0,"#Water and #stone #ritual at #Lake #Tiberias - HC 2015. #palestina #palestine #Israel #healingconference #healing_conference #healingconferentie #sisters #song #music #meer #zusters #muziek #zang #steen #rotsen #meervantiberias",0,8,0,"2015-06-10 11:21:00",tiberias,1,1,"#Water and #stone #ritual at #lake #tiberias - HC 2015. #palestina #palestine #Israel #healthingconference #healthingconference #healthingconference #sisters #song #music #meer #zusters #muziek #zang #steen #rotsen #meervantibersia",NULL
1004289173331727674,3v866kNVU6,GraphImage,0,640,640,25688412.0,"Create like a god, command like a king, work like a slave -Constantine.  #peoplewholivedhere #kingherod #constantine #pontiuspilate #standingingreatness #amazed #israel #caesarea #stillstanding #soold #americanhistorysucks #thisissomuchbetter #becomingahistorynerd",1,60,0,"2015-06-10 15:50:00",caesarea,1,1,"Create like a god, command like a king, work like a slave -Constantine. #peoplewhalivedhere #kingherod #constantine #pontiuspilate #standingreatness #amazed #israel #caesarea #stillstanding #sold #americanhistorisucks #thisstory",NULL
1004342446488043680,3wJCJDxECg,GraphImage,0,640,640,471384367.0,"#Israel #caesarea #sea #beach #summer #nature #beauty #lifeontheseaside #my #love #happiness",2,12,0,"2015-06-10 17:36:00",caesarea,1,1,"#Israel #caesarea #sea #beach #summer #nature #beauty #lifeontheseaside #my #love #happiness",NULL
1004385907580705325,3wS6lWwZot,GraphImage,0,640,640,7894197.0,"Warm hello from Tiberias, Israel! #Israel #Tiberias #Galilee #Birthright #Taglit #585stayinalive #shalom",6,89,0,"2015-06-10 19:02:00",tiberias,0.9790685772895812,1,"Warm Hello from Tiberias, Israel! #Israel #Tiberias #Galilee #Birthright #Taglit #585stayinalive #shalom",NULL
1004401259963832505,3wWZ_YGVi5,GraphImage,0,640,640,174896621.0,"#Israel #caesarea #Caesarea #Instagram_Israel_ #Instagram_Israel #sunset #sea #sky #summer #sealife #roof_view #ruins #yellow #light #landscape #beauty #nature #israel_only_ #israel_only #instalike #instagood #instadaily #instacool #iphoneonly #igers #photooftheday #picoftheday #sea_landscape",0,44,0,"2015-06-10 19:33:00",caesarea,0.9261305928230286,1,"#Israel #Caesarea #Caesarea #Instagram_Israel_#Instagram_Israel #Sunset #Sea #sky #Summer #Sealife #Roof_view #Ruins #Yellow #Landscape #Beauty #Nature #Israel_Ofly_Israel_Ofly #Sea #Sea #Sea #Sea #Sea_Sea #Sea #Sea_Sea_Sea #Sea_Sea #Sea #Sea #Study #Study #Sea #Sea #Sea #Sea #StaSea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #Sea #",NULL
1004718528804634519,3xei3Apz-X,GraphImage,0,640,640,33402510.0,"#sunrise on the #galilee #sea #israel #israelinstagram #birthright #taglit #tiberias #middleeast #beautiful #energy #sun #lettherebelight #reflection #summer2015 #birds #skyporn #sky #peaceful #nofilter #galaxys6 #galaxys6edge #instagood #instagram #ig #gokesherbus567 #bus567 #gokesher #birthrightisrael",0,42,0,"2015-06-11 06:03:00",tiberias,0.8985812664031982,1,"#sunrise on the #galilee #sea #israel #israel #israel #israelstragram #birthright #taglit #tiberias #middleeast #beauty #energy #sun #lettherebelight #reflection #summer2015 #birds #skyporn #goaceful #nofilter #axys5igs",NULL
1004835508462377018,3x5JIzmVg6,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #sea #sky #shore #sealife #summer #stones #morning #nature #landscape #industrial_landscape #sea_shore #style #old_port #picoftheday #photooftheday #igers #iphoneonly #instacool #instadaily #instagood #instalike #israel_only #insta_israel #israel_only_ #Instagram_Israel #Instagram_Israel_",0,32,0,"2015-06-11 09:55:00",caesarea,1,1,"#Israel #Caesarea #sea #sky #shoe #sealife #summer #stones #morning #nature #landscape #industrial_landscape #sea_shoe #style #old_port #picoftheday #photooftheday #instagram #iphoneonly #instacool #instainstal",NULL
1004837901716883084,3x5r9srwaM,GraphImage,0,640,640,38948008.0,"King Herrod the Great's Hippodrome.  The site of chariot races, gladiator duels, and most of all the trial of Paul from Acts 24. #CLCIsrael2015 #Israel #Caesarea #Acts24",0,21,0,"2015-06-11 10:00:00",caesarea,1,1,"King Herrod the Great's Hippodrome. The site of Chariot race, gladiator duels, and most of all the trial of Paul from Acts 24. #CLCIsrael2015 #Israel #Caesarea #Acts24",NULL
1004846750440032005,3x7sutrwcF,GraphImage,0,640,640,38948008.0,"@jenniferkaplan and the best tour guide in all of Israel...her brother Sean. ? He has lived here for over 13 years. #CLCIsrael2015 #Israel #Caesarea #genuinejen",2,21,0,"2015-06-11 10:18:00",caesarea,0.9999992847442628,1,"jenniferkaplan and the best tour guide in all of Israel...her brother Sean. he has lived here for over 13 years. #CLCIsrael2015 #Israel #Caesarea #genuinejen",NULL
1004856782225372372,3x9-tir3TU,GraphImage,0,640,640,52488036.0,"The kids will be out of school soon and are DEFINITELY looking forward to Summer vacation ? The unique combination of kite flying next to ancient ruins is what makes Israel one-of-a kind! #Caesarea #Israel #kite #summer #play #vacation",2,279,0,"2015-06-11 10:38:00",caesarea,0.9999935030937196,1,"The kids will be out of school soon and are DEFINITELY looking forward to Summer Vacation  The Unique Combination of Kite Flying Next to Ancient Ruins Is What Makes Israel One-of-a-kind! #Caesarea #Israel #Kite #Summer #Play #Vacation",NULL
1005037864254470508,3ynJzUtHls,GraphImage,0,640,640,521158357.0,Sea#ofGalilee#israel#travel#tiberias#capernaum#jordan#river#Nazareth,1,24,0,"2015-06-11 16:37:00",tiberias,0.9999998807907104,1,Sea#ofGalilee#Israel#travel#tiberias#capernaum#jordan#river#Nazareth,NULL
1005105196982140722,3y2dn0BP8y,GraphImage,0,640,640,55490318.0,"Some local kids from #Tiberias playing soccer while their fathers watch",0,6,0,"2015-06-11 18:51:00",tiberias,1,1,"Some local kids from #Tiberias playing soccer while their fathers watch",NULL
1005124056503638721,3y6wEHGVrB,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #sunset #sea #sky #sealife #summer #roof_view #nature #landscape #igers #Instagram_Israel_ #Instagram_Israel #israel_only_ #israel_only #instacool #instagood #instalike #instadaily #iphoneonly",1,35,0,"2015-06-11 19:29:00",caesarea,0.9984926581382751,1,"#Israel #Caesarea #sunset #sea #sky #sealife #summer #roof_view #landscape #iggers #instagram_Israel_only #israel_only #israel_only #instacool #instagood #instadaily #instadaily",NULL
1005155122959030942,3zB0JAIxqe,GraphImage,0,640,640,2026147245.0,"#cat #cats #Animal #animals #nature #stone #israel #bush #san #kitty #kittens #caesarea",1,10,0,"2015-06-11 20:30:00",caesarea,0.9999916553497314,1,"#cats #animal #animals #nature #stone #israel #bush #san #kitty #kittens #caesarea",NULL
1005483033434428222,30MX3bipM-,GraphImage,0,640,640,34450675.0,"#tiberias #morningone #birthright2015 #viewfromoutsidemyhotel #nofilterforbeautylikethis",0,20,0,"2015-06-12 07:22:00",tiberias,1,1,"#tiberias #morningone #birthright2015 #viewfromoutsidemyhotel #nofilterforbeautylikethis",NULL
1005579098005756219,30iNyiMNk7,GraphImage,0,640,640,4753125.0,"Israel day one. Exploring Caesarea!",6,68,0,"2015-06-12 10:33:00",caesarea,0.9991031289100648,1,"Israel Day One. Explore Caesarea!",NULL
1005619754778854508,30rdbGtYRs,GraphImage,0,640,640,328373424.0,"Good morning Tiberias. #Israel #Tiberias",6,265,0,"2015-06-12 11:53:00",tiberias,1,1,"Good Morning Tiberias. #Israel #Tiberias",NULL
1005622641305409949,30sHbZGVmd,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #morning #sea #sky #shore #seashore #summer #sealife #boat #boats #kayaks #water_sport #nature #landscape #iphoneonly #instadaily #instalike #instagood #instacool #israel_only #israel_only_ #Instagram_Israel #igers #Instagram_Israel_ #beach #beauty #bestoftheday",0,25,0,"2015-06-12 11:59:00",caesarea,0.9999999403953552,1,"#Israel #Caesarea #morning #sea #sky #share #seashore #sealife #boats #kaaks #water_sport #landscape #iPhoneonly #instadaily #instagood #instacool #israel_only_instagram",NULL
1005841333086455393,31d1z_BgZh,GraphVideo,1,640,640,17955384.0,"The killer view from our hotel balcony of the the sea of Galilee. #israel #tiberias #sea #water #palmtrees #summer #middleeast #shabbat",0,23,0,"2015-06-12 19:14:00",tiberias,0.9984580874443054,1,"The killer view from our hotel balcony of the sea of Galilee. #israel #tiberias #sea #water #palmtrees #summer #middleeast #shabat",NULL
1005860921854744671,31iS3cmVhf,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #sunset #sea #sky #summer #sealife #landscape #nature #roof_view #ruins #light #blue #bestoftheday #beauty #Instagram_Israel_ #igers #Instagram_Israel #israel_only_ #israel_only #instacool #instagood #instalike #instadaily #iphoneonly #style #photooftheday #picoftheday",0,28,0,"2015-06-12 19:53:00",caesarea,0.9947783946990968,1,"#Israel #Caesarea #sunset #sea #sky #sealife #landscape #nature #roof_view #ruins #light #blue #bestoftheday #beauty #instagram_Israel_igars #instagram_Israel #israel_ofly #israel_only #instacolyinstood",NULL
1006182778972680972,32regPyDMM,GraphImage,0,640,640,1944414619.0,"#sunset #summer #summertime #shakes #shingles #lakeside #lake #naturalwood #wood #cedar #brownandwhite #cottagelife #cottage #armourstone #paintedtrim #whitetrim #designer #design #sundown #portperry #caesarea #ontario #canada",0,37,0,"2015-06-13 06:32:00",caesarea,1,1,"#sunset #summertime #shakes #shingles #lakeside #lake #naturalwood #cedar #brownandwhite #cottagelife #armourstone #paintedttrim #whitetrim #design #sundown #porterry #caesarea #ontario #canada",NULL
1006246470146939559,3259VRmVqn,GraphImage,0,640,640,174896621.0,"#Israel #Caesarea #yellow #Instagram_Israel #Instagram_Israel_ #igmasters #igers #israel_only_ #israel_only #instacool #instagood #instalike #morning #sea #sky #shore #style #soccer #summer #sealife #sea_shore #sea_landscape #look #landscape #liveauthentic #football #nature #people #picoftheday #photooftheday",2,41,0,"2015-06-13 08:39:00",caesarea,1,1,"#Israel #Caesarea #Yellow #Instagram_Israel_Israel_Igmasters #Igers #Israel_Only_Israel_Only #Instacool #Instagood #Installing #Sea #Sea #Speech #Shoe #Shoe #Style #Shooter #Shooter #Shooter #Shooter #SeaLife #Sea",NULL
